Word_ID,Word,Reading,Meaning_EN,Concept_ID,Concept_Label,Concept_Members,Web_Rank,Web_Percentile,Dialogue_Count,Dialogue_Score,Dialogue_Evidence,Context_Families,Context_Dispersion,Register_Dispersion,Composite_Score,Composite_Rank,Composite_Percentile,Composite_JLPT
V05998,国庫,こっこ,national treasury,lexeme.V05998,national treasury,国庫,5998,59.97,3,12.03,direct,,50.0,16.59,19.7697,8753,91.17,N1
V05999,ボケ,ボケ,Bokeh,lexeme.V05999,Bokeh,ボケ,5999,59.98,0,19.46,web_prior,,50.0,21.11,23.7904,6882,71.68,N2
V06000,石井,いしい,Ishii,lexeme.V06000,Ishii,石井,6000,59.99,0,19.46,web_prior,,50.0,21.11,23.7904,6883,71.69,N2
V06001,シミュレーション,シミュレーション,simulation,lexeme.V06001,simulation,シミュレーション,6001,60.0,0,19.45,web_prior,,50.0,21.1,23.7813,6886,71.72,N2
V06002,中島,なかじま,Nakajima,lexeme.V06002,Nakajima,中島,6002,60.01,3,12.03,direct,,50.0,16.59,19.7658,8759,91.23,N1
V06003,採択,さいたく,adoption,lexeme.V06003,adoption,採択,6003,60.02,0,19.45,web_prior,,50.0,21.1,23.7813,6887,71.73,N2
V06004,識別,しきべつ,discrimination,lexeme.V06004,discrimination,識別,6004,60.03,125,41.96,direct,Trabajo y carrera,50.0,30.99,35.3955,3004,31.28,N3
V06005,無断,むだん,without permission,lexeme.V06005,without permission,無断,6005,60.04,70,36.99,direct,,50.0,29.09,32.8716,3730,38.84,N3
V06006,有す,ゆうす,have,lexeme.V06006,have,有す,6006,60.05,0,19.44,web_prior,,50.0,21.09,23.7722,6889,71.75,N2
V06007,ボート,ボート,boat,lexeme.V06007,boat,ボート,6007,60.06,0,19.44,web_prior,,50.0,21.09,23.7722,6890,71.76,N2
V06008,スケール,スケール,scale,lexeme.V06008,scale,スケール,6008,60.07,0,19.44,web_prior,,50.0,21.09,23.7722,6891,71.77,N2
V06009,引き,ひき,Pull,lexeme.V06009,Pull,引き,6009,60.08,87,38.85,direct,,50.0,29.8,33.8094,3426,35.68,N3
V06010,恥,はじ,shame,lexeme.V06010,shame,恥,6010,60.09,0,19.43,web_prior,,50.0,21.08,23.7631,6892,71.78,N2
V06011,不便,ふべん,inconvenience,lexeme.V06011,inconvenience,不便,6011,60.1,28,29.22,direct,,50.0,25.84,28.8818,4948,51.53,N3
V06012,焼き,やき,Grilled,form.6e20c04ed38d,Grilled,焼き|焼,6012,60.11,0,23.01,web_prior,Ocio y vida diaria,50.0,24.95,27.2163,5538,57.68,N3
V06013,英雄,えいゆう,hero,lexeme.V06013,hero,英雄,6013,60.12,670,56.47,direct,,50.0,35.93,42.6605,1516,15.78,N4
V06014,拡充,かくじゅう,expansion,lexeme.V06014,expansion,拡充,6014,60.13,0,19.43,web_prior,,50.0,21.08,23.7631,6893,71.79,N2
V06015,造,みやつこ,Construction,lexeme.V06015,Construction,造,6015,60.14,333,50.42,direct,,50.0,33.95,39.6396,2028,21.11,N4
V06016,涼しい,すずしい,cool,lexeme.V06016,cool,涼しい,6016,60.15,0,19.42,web_prior,Ocio y vida diaria,50.0,21.07,23.754,6895,71.81,N2
V06017,ビッグ,ビッグ,big,lexeme.V06017,big,ビッグ,6017,60.16,0,19.42,web_prior,,50.0,21.07,23.754,6896,71.82,N2
V06018,中山,なかやま,Nakayama,lexeme.V06018,Nakayama,中山,6018,60.17,0,19.42,web_prior,,50.0,21.07,23.754,6897,71.83,N2
V06019,ぢ,ぢ,Di,lexeme.V06019,Di,ぢ,6019,60.18,0,19.42,web_prior,,50.0,21.07,23.754,6898,71.84,N2
V06020,歩行,ほこう,walk,lexeme.V06020,walk,歩行,6020,60.19,31,30.07,direct,,50.0,26.21,29.3181,4800,49.99,N3
V06021,今まで,いままで,Until now,form.6b0beda3251e,Until now,今まで|いままで,6021,60.2,0,22.91,web_prior,Conocimiento y consultas,50.0,24.85,27.1249,5565,57.96,N3
V06022,ガイドライン,ガイドライン,Guidelines,lexeme.V06022,Guidelines,ガイドライン,6022,60.21,0,19.42,web_prior,,50.0,21.07,23.754,6899,71.85,N2
V06023,そっくり,そっくり,Identical,lexeme.V06023,Identical,そっくり,6023,60.22,0,19.41,web_prior,,50.0,21.06,23.7448,6901,71.88,N2
V06024,青少年,せいしょうねん,youth,lexeme.V06024,youth,青少年,6024,60.23,21,26.82,direct,,50.0,24.75,27.6323,5378,56.01,N3
V06025,広域,こういき,wide area,lexeme.V06025,wide area,広域,6025,60.24,12,22.25,direct,,50.0,22.54,25.2476,6284,65.45,N2
V06026,名簿,めいぼ,register of names,lexeme.V06026,register of names,名簿,6026,60.25,153,43.7,direct,,50.0,31.59,36.2565,2792,29.07,N4
V06027,優位,ゆうい,predominance,lexeme.V06027,predominance,優位,6027,60.26,65,36.35,direct,,50.0,28.81,32.5314,3826,39.84,N3
V06028,雄,ゆう,male,lexeme.V06028,male,雄,6028,60.27,0,19.4,web_prior,,50.0,21.04,23.7357,6904,71.91,N2
V06029,命じる,めいじる,command,lexeme.V06029,command,命じる,6029,60.28,0,19.4,web_prior,,50.0,21.04,23.7357,6905,71.92,N2
V06030,スタンダード,スタンダード,Standard,lexeme.V06030,Standard,スタンダード,6030,60.29,0,19.4,web_prior,,50.0,21.04,23.7357,6906,71.93,N2
V06031,小生,しょうせい,I,lexeme.V06031,I,小生,6031,60.3,3,12.03,direct,,50.0,16.57,19.7461,8768,91.32,N1
V06032,行列,ぎょうれつ,line,lexeme.V06032,line,行列,6032,60.31,38,31.79,direct,,50.0,26.94,30.1925,4512,46.99,N3
V06033,ドレス,ドレス,dress,lexeme.V06033,dress,ドレス,6033,60.32,0,19.4,web_prior,,50.0,21.04,23.7357,6907,71.94,N2
V06034,麻薬,まやく,narcotic drugs,lexeme.V06034,narcotic drugs,麻薬,6034,60.33,0,19.39,web_prior,,50.0,21.03,23.7265,6908,71.95,N2
V06035,依然として,いぜんとして,still,lexeme.V06035,still,依然として,6035,60.34,0,19.39,web_prior,,50.0,21.03,23.7265,6909,71.96,N2
V06036,青森,あおもり,Aomori,lexeme.V06036,Aomori,青森,6036,60.35,0,19.39,web_prior,,50.0,21.03,23.7265,6910,71.97,N2
V06037,名刺,めいし,business card,lexeme.V06037,business card,名刺,6037,60.36,116,41.32,direct,,50.0,30.7,35.0437,3104,32.32,N3
V06038,五輪,ごりん,the Olympics,lexeme.V06038,the Olympics,五輪,6038,60.37,10,20.81,direct,,50.0,21.79,24.475,6591,68.65,N2
V06039,配達,はいたつ,delivery,lexeme.V06039,delivery,配達,6039,60.38,344,50.7,direct,,50.0,34.01,39.762,2003,20.85,N4
V06040,がた,がた,Shaka,lexeme.V06040,Shaka,がた,6040,60.39,0,19.39,web_prior,,50.0,21.03,23.7265,6911,71.98,N2
V06041,ディスプレイ,ディスプレイ,display,lexeme.V06041,display,ディスプレイ,6041,60.4,0,19.38,web_prior,,50.0,21.02,23.7174,6912,71.99,N2
V06042,バル,バル,Bar,lexeme.V06042,Bar,バル,6042,60.41,0,19.38,web_prior,,50.0,21.02,23.7174,6913,72.0,N2
V06043,よね,よね,Right?,lexeme.V06043,Right?,よね,6043,60.42,0,19.38,web_prior,Conocimiento y consultas,50.0,21.02,23.7174,6914,72.01,N2
V06044,独り言,ひとりごと,talking to yourself,lexeme.V06044,talking to yourself,独り言,6044,60.43,1,6.01,direct,,50.0,11.71,16.3042,9547,99.44,N1
V06045,誠実,せいじつ,sincere,lexeme.V06045,sincere,誠実,6045,60.44,214,46.6,direct,,50.0,32.59,37.6957,2436,25.36,N4
V06046,せいぜい,せいぜい,At best,lexeme.V06046,At best,せいぜい,6046,60.45,0,19.37,web_prior,,50.0,21.01,23.7082,6917,72.04,N2
V06047,和田,わだ,Wada,lexeme.V06047,Wada,和田,6047,60.46,0,19.37,web_prior,,50.0,21.01,23.7082,6918,72.05,N2
V06048,良心,りょうしん,conscience,lexeme.V06048,conscience,良心,6048,60.47,0,19.37,web_prior,,50.0,21.01,23.7082,6919,72.06,N2
V06049,頻度,ひんど,frequency,lexeme.V06049,frequency,頻度,6049,60.48,28,29.22,direct,,50.0,25.81,28.8561,4953,51.58,N3
V06050,単行本,たんこうぼん,Hardcover,lexeme.V06050,Hardcover,単行本,6050,60.49,0,19.37,web_prior,,50.0,21.01,23.7082,6920,72.07,N2
V06051,ごらん,ごらん,Look,lexeme.V06051,Look,ごらん,6051,60.5,0,19.36,web_prior,,50.0,21.0,23.699,6921,72.08,N2
V06052,他国,たこく,foreign country,lexeme.V06052,foreign country,他国,6052,60.51,25,28.27,direct,,50.0,25.38,28.3621,5123,53.35,N3
V06053,皮肉,ひにく,cynicism,lexeme.V06053,cynicism,皮肉,6053,60.52,0,19.36,web_prior,,50.0,21.0,23.699,6922,72.09,N2
V06054,連動,れんどう,operating together,lexeme.V06054,operating together,連動,6054,60.53,21,26.82,direct,,50.0,24.72,27.611,5389,56.12,N3
V06055,奉仕,ほうし,attendance,lexeme.V06055,attendance,奉仕,6055,60.54,0,19.35,web_prior,,50.0,20.99,23.6898,6924,72.11,N2
V06056,公認,こうにん,official recognition,lexeme.V06056,official recognition,公認,6056,60.55,40,32.22,direct,,50.0,27.09,30.3935,4450,46.34,N3
V06057,砂漠,さばく,desert,lexeme.V06057,desert,砂漠,6057,60.56,0,19.35,web_prior,,50.0,20.99,23.6898,6925,72.12,N2
V06058,猿,さる,monkey,form.c22a9dd995c7,Monkey,さる|申|猿,6058,60.57,0,32.09,web_prior,Conocimiento y consultas,50.0,34.81,35.9877,2859,29.77,N4
V06059,局面,きょくめん,position in a game of go or shogi,lexeme.V06059,position in a game of go or shogi,局面,6059,60.58,32,30.34,direct,,50.0,26.28,29.4255,4758,49.55,N3
V06060,安保,あんぽ,US-Japan Security Treaty,lexeme.V06060,US-Japan Security Treaty,安保,6060,60.59,8,19.06,direct,,50.0,20.83,23.5312,6998,72.89,N2
V06061,住居,じゅうきょ,dwelling,lexeme.V06061,dwelling,住居,6061,60.6,84,38.55,direct,,50.0,29.62,33.6167,3481,36.25,N3
V06062,スロー,スロー,Slow,lexeme.V06062,Slow,スロー,6062,60.61,0,19.35,web_prior,,50.0,20.98,23.6806,6929,72.17,N2
V06063,発す,はっす,emit,lexeme.V06063,emit,発す,6063,60.62,0,19.35,web_prior,,50.0,20.98,23.6806,6930,72.18,N2
V06064,追い込む,おいこむ,Push,lexeme.V06064,Push,追い込む,6064,60.63,0,19.35,web_prior,,50.0,20.98,23.6806,6931,72.19,N2
V06065,月刊,げっかん,monthly publication,lexeme.V06065,monthly publication,月刊,6065,60.64,11,21.56,direct,,50.0,22.15,24.8527,6443,67.1,N2
V06066,是正,ぜせい,correction,lexeme.V06066,correction,是正,6066,60.65,5,15.55,direct,,50.0,18.81,21.6451,7835,81.6,N2
V06067,後期,こうき,latter period,lexeme.V06067,latter period,後期,6067,60.66,15,24.06,direct,,50.0,23.39,26.1588,5936,61.82,N2
V06068,わし,わし,"eagle, I",lexeme.V06068,"eagle, I",わし,6068,60.67,0,19.34,web_prior,,50.0,20.97,23.6714,6932,72.2,N2
V06069,梅,うめ,plum,lexeme.V06069,plum,梅,6069,60.68,0,19.34,web_prior,,50.0,20.97,23.6714,6933,72.21,N2
V06070,竜,りゅう,dragon,form.9ca574282676,dragon,龍|竜,6070,60.69,0,28.75,web_prior,,50.0,31.18,32.7604,3763,39.19,N3
V06071,イライラ,イライラ,Irritation,lexeme.V06071,Irritation,イライラ,6071,60.7,0,19.33,web_prior,,50.0,20.96,23.6622,6935,72.23,N2
V06072,土壌,どじょう,soil,lexeme.V06072,soil,土壌,6072,60.71,35,31.09,direct,,50.0,26.59,29.8009,4643,48.35,N3
V06073,詩人,しじん,poet,lexeme.V06073,poet,詩人,6073,60.72,81,38.24,direct,,50.0,29.48,33.4495,3537,36.83,N3
V06074,分配,ぶんぱい,division,lexeme.V06074,division,分配,6074,60.73,33,30.6,direct,,50.0,26.38,29.5458,4720,49.16,N3
V06075,バリ,バリ,Bali,lexeme.V06075,Bali,バリ,6075,60.74,0,19.33,web_prior,,50.0,20.96,23.6622,6936,72.24,N2
V06076,締結,ていけつ,conclusion,lexeme.V06076,conclusion,締結,6076,60.75,16,24.58,direct,,50.0,23.64,26.4251,5845,60.88,N2
V06077,持参,じさん,bringing,lexeme.V06077,bringing,持参,6077,60.76,62,35.95,direct,Conocimiento y consultas,50.0,28.58,32.2816,3893,40.54,N3
V06078,エリート,エリート,elite,lexeme.V06078,elite,エリート,6078,60.77,0,19.32,web_prior,,50.0,20.95,23.6529,6937,72.25,N2
V06079,抗,こう,anti,lexeme.V06079,anti,抗,6079,60.78,0,19.32,web_prior,,50.0,20.95,23.6529,6938,72.26,N2
V06080,左翼,さよく,left-wing,lexeme.V06080,left-wing,左翼,6080,60.79,0,19.32,web_prior,,50.0,20.95,23.6529,6939,72.27,N2
V06081,藤,ふじ,Wisteria,lexeme.V06081,Wisteria,藤,6081,60.8,0,19.31,web_prior,,50.0,20.94,23.6437,6942,72.3,N2
V06082,霧,きり,fog,lexeme.V06082,fog,霧,6082,60.81,0,19.31,web_prior,,50.0,20.94,23.6437,6943,72.31,N2
V06083,ブルース,ブルース,Blues,lexeme.V06083,Blues,ブルース,6083,60.82,0,19.31,web_prior,,50.0,20.94,23.6437,6944,72.32,N2
V06084,まく,まく,sow,lexeme.V06084,sow,まく,6084,60.83,0,19.31,web_prior,,50.0,20.94,23.6437,6945,72.33,N2
V06085,腐る,くさる,rot,lexeme.V06085,rot,腐る,6085,60.84,0,19.31,web_prior,,50.0,20.94,23.6437,6946,72.34,N2
V06086,定番,ていばん,standard,lexeme.V06086,standard,定番,6086,60.85,13,22.9,direct,,50.0,22.81,25.5392,6174,64.3,N2
V06087,いくらでも,いくらでも,Any amount,lexeme.V06087,Any amount,いくらでも,6087,60.86,0,19.31,web_prior,,50.0,20.94,23.6437,6947,72.35,N2
V06088,割り,わり,Split,form.85f6b452e72c,split,割|わり|割り,6088,60.87,0,38.99,web_prior,Conocimiento y consultas|Trabajo y carrera|Ocio y vida diaria|Familia y amigos,83.43,42.29,45.9943,1074,11.18,N4
V06089,修復,しゅうふく,restoration,lexeme.V06089,restoration,修復,6089,60.88,0,19.3,web_prior,,50.0,20.93,23.6345,6949,72.38,N2
V06090,敬意,けいい,respect,lexeme.V06090,respect,敬意,6090,60.89,0,19.3,web_prior,,50.0,20.93,23.6345,6950,72.39,N2
V06091,貫く,つらぬく,pierce,lexeme.V06091,pierce,貫く,6091,60.9,0,19.3,web_prior,,50.0,20.93,23.6345,6951,72.4,N2
V06092,王様,おうさま,king,lexeme.V06092,king,王様,6092,60.91,0,19.3,web_prior,,50.0,20.93,23.6345,6952,72.41,N2
V06093,小野,おの,Ono,lexeme.V06093,Ono,小野,6093,60.92,0,19.3,web_prior,,50.0,20.93,23.6345,6953,72.42,N2
V06094,左側,ひだりがわ,left,lexeme.V06094,left,左側,6094,60.93,0,19.3,web_prior,,50.0,20.93,23.6345,6954,72.43,N2
V06095,プレッシャー,プレッシャー,pressure,lexeme.V06095,pressure,プレッシャー,6095,60.94,0,19.29,web_prior,,50.0,20.92,23.6252,6956,72.45,N2
V06096,ショート,ショート,short,lexeme.V06096,short,ショート,6096,60.95,0,19.29,web_prior,,50.0,20.92,23.6252,6957,72.46,N2
V06097,ふつう,ふつう,ordinary,lexeme.V06097,ordinary,ふつう,6097,60.96,0,19.29,web_prior,Trabajo y carrera,50.0,20.92,23.6252,6958,72.47,N2
V06098,明白,めいはく,obvious,lexeme.V06098,obvious,明白,6098,60.97,227,47.11,direct,,50.0,32.69,37.9103,2393,24.92,N4
V06099,己,おのれ,Self,lexeme.V06099,Self,己,6099,60.98,0,19.29,web_prior,,50.0,20.92,23.6252,6959,72.48,N2
V06100,支障,ししょう,obstacle,lexeme.V06100,obstacle,支障,6100,60.99,50,34.11,direct,,50.0,27.82,31.3281,4169,43.42,N3
V06101,大胆,だいたん,bold,lexeme.V06101,bold,大胆,6101,61.0,179,45.06,direct,,50.0,31.97,36.8748,2632,27.41,N4
V06102,除去,じょきょ,removal,lexeme.V06102,removal,除去,6102,61.01,0,19.28,web_prior,,50.0,20.91,23.6159,6961,72.5,N2
V06103,罰,ばち,punishment,lexeme.V06103,punishment,罰,6103,61.02,0,19.28,web_prior,,50.0,20.91,23.6159,6962,72.51,N2
V06104,エアコン,エアコン,Air conditioning,lexeme.V06104,Air conditioning,エアコン,6104,61.03,77,37.8,direct,Ocio y vida diaria,50.0,29.28,33.2067,3626,37.76,N3
V06105,展覧,てんらん,exhibition,lexeme.V06105,exhibition,展覧,6105,61.04,20,26.42,direct,,50.0,24.47,27.3585,5494,57.22,N3
V06106,納税,のうぜい,payment of taxes,lexeme.V06106,payment of taxes,納税,6106,61.05,0,19.27,web_prior,,50.0,20.9,23.6066,6963,72.52,N2
V06107,シカゴ,シカゴ,Chicago,lexeme.V06107,Chicago,シカゴ,6107,61.06,0,19.27,web_prior,,50.0,20.9,23.6066,6964,72.53,N2
V06108,ハンドル,ハンドル,handle,lexeme.V06108,handle,ハンドル,6108,61.07,0,19.27,web_prior,,50.0,20.9,23.6066,6965,72.54,N2
V06109,小遣い,こづかい,pocket money,lexeme.V06109,pocket money,小遣い,6109,61.08,48,33.77,direct,,50.0,27.67,31.1462,4218,43.93,N3
V06110,丁度,ちょうど,just,form.829fdb5eff08,just,ちょうど|丁度,6110,61.09,206,46.27,direct,,50.0,43.48,44.6012,1253,13.04,N4
V06111,きちっと,きちっと,Properly,lexeme.V06111,Properly,きちっと,6111,61.1,0,19.26,web_prior,,50.0,20.89,23.5973,6966,72.55,N2
V06112,からだ,からだ,Body,form.199317234d38,body,体|からだ,6112,61.11,2407,67.56,direct,Ocio y vida diaria|Conocimiento y consultas,37.84,59.23,58.6501,215,2.23,N5
V06113,遠慮,えんりょ,reserve,lexeme.V06113,reserve,遠慮,6113,61.12,0,19.25,web_prior,,50.0,20.88,23.588,6967,72.56,N2
V06114,退屈,たいくつ,tedium,lexeme.V06114,tedium,退屈,6114,61.13,0,19.25,web_prior,,50.0,20.88,23.588,6968,72.57,N2
V06115,大正,たいしょう,Taisho,lexeme.V06115,Taisho,大正,6115,61.14,0,19.25,web_prior,,50.0,20.88,23.588,6969,72.58,N2
V06116,出会える,であえる,Meet,lexeme.V06116,Meet,出会える,6116,61.15,0,19.25,web_prior,,50.0,20.88,23.588,6970,72.59,N2
V06117,助言,じょげん,advice,lexeme.V06117,advice,助言,6117,61.16,312,49.86,direct,,50.0,33.6,39.2699,2108,21.95,N4
V06118,圧縮,あっしゅく,compression,lexeme.V06118,compression,圧縮,6118,61.17,0,19.25,web_prior,,50.0,20.88,23.588,6971,72.6,N2
V06119,小規模,しょうきぼ,Small scale,lexeme.V06119,Small scale,小規模,6119,61.18,0,19.25,web_prior,,50.0,20.88,23.588,6972,72.61,N2
V06120,義,よし,righteousness,lexeme.V06120,righteousness,義,6120,61.19,17,25.08,direct,,50.0,23.83,26.6539,5748,59.86,N3
V06121,曇る,くもる,Cloudy,lexeme.V06121,Cloudy,曇る,6121,61.2,0,19.24,web_prior,,50.0,20.87,23.5787,6974,72.64,N2
V06122,小沢,おざわ,Ozawa,lexeme.V06122,Ozawa,小沢,6122,61.21,0,19.24,web_prior,,50.0,20.87,23.5787,6975,72.65,N2
V06123,ハム,ハム,ham,lexeme.V06123,ham,ハム,6123,61.22,0,19.24,web_prior,,50.0,20.87,23.5787,6976,72.66,N2
V06124,関わり,かかわり,Relationship,lexeme.V06124,Relationship,関わり,6124,61.23,83,38.44,direct,Familia y amigos,50.0,29.5,33.5152,3514,36.59,N3
V06125,ゆったり,ゆったり,Relaxed,lexeme.V06125,Relaxed,ゆったり,6125,61.24,0,19.24,web_prior,,50.0,20.87,23.5787,6977,72.67,N2
V06126,明示,めいじ,specification,lexeme.V06126,specification,明示,6126,61.25,6,16.88,direct,,50.0,19.55,22.3206,7519,78.31,N2
V06127,わたる,わたる,Cross,form.8da14c9835f3,cross,渡る|わたる,6127,61.26,0,32.18,web_prior,,50.0,34.9,36.0707,2840,29.57,N4
V06128,いちいち,いちいち,Each and every one,lexeme.V06128,Each and every one,いちいち,6128,61.27,0,19.23,web_prior,,50.0,20.86,23.5694,6980,72.7,N2
V06129,復旧,ふっきゅう,restoration,lexeme.V06129,restoration,復旧,6129,61.28,86,38.75,direct,,50.0,29.61,33.6652,3461,36.04,N3
V06130,下旬,げじゅん,month,lexeme.V06130,month,下旬,6130,61.29,2,9.53,direct,,50.0,14.69,18.2793,9488,98.82,N1
V06131,はずす,はずす,Remove,form.3bad6d4716fe,remove,外す|はずす,6131,61.3,0,28.14,web_prior,,50.0,30.52,32.1725,3927,40.9,N3
V06132,レット,レット,Let,lexeme.V06132,Let,レット,6132,61.31,0,19.22,web_prior,,50.0,20.85,23.5601,6982,72.72,N2
V06133,数量,すうりょう,quantity,lexeme.V06133,quantity,数量,6133,61.32,4,13.96,direct,,50.0,17.77,20.7331,8291,86.35,N2
V06134,司,つかさ,Tsukasa,lexeme.V06134,Tsukasa,司,6134,61.33,32,30.34,direct,,50.0,26.19,29.3643,4785,49.83,N3
V06135,ペルー,ペルー,Peru,lexeme.V06135,Peru,ペルー,6135,61.34,0,19.22,web_prior,,50.0,20.85,23.5601,6983,72.73,N2
V06136,野生,やせい,wild,lexeme.V06136,wild,野生,6136,61.35,157,43.93,direct,,50.0,31.52,36.2777,2785,29.0,N4
V06137,友好,ゆうこう,friendship,lexeme.V06137,friendship,友好,6137,61.36,0,19.22,web_prior,,50.0,20.85,23.5601,6984,72.74,N2
V06138,およぶ,およぶ,span,lexeme.V06138,span,およぶ,6138,61.37,0,19.22,web_prior,,50.0,20.85,23.5601,6985,72.75,N2
V06139,諮問,しもん,question,lexeme.V06139,question,諮問,6139,61.38,17,25.08,direct,,50.0,23.81,26.641,5751,59.9,N3
V06140,最小限,さいしょうげん,minimum,lexeme.V06140,minimum,最小限,6140,61.39,0,19.21,web_prior,,50.0,20.84,23.5507,6988,72.78,N2
V06141,残高,ざんだか,balance,lexeme.V06141,balance,残高,6141,61.4,43,32.83,direct,,50.0,27.24,30.6416,4370,45.51,N3
V06142,祖母,そぼ,grandmother,family.grandmother,abuela,ばあちゃん|祖母,6142,61.41,294,49.34,direct,Familia y amigos,50.0,38.86,42.2159,1582,16.47,N4
V06143,ハードウェア,ハードウェア,Hardware,lexeme.V06143,Hardware,ハードウェア,6143,61.42,32,30.34,direct,,50.0,26.19,29.3599,4789,49.88,N3
V06144,寄与,きよ,contribution,lexeme.V06144,contribution,寄与,6144,61.43,7,18.04,direct,,50.0,20.19,22.9242,7251,75.52,N2
V06145,素朴,そぼく,simplicity,lexeme.V06145,simplicity,素朴,6145,61.44,20,26.42,direct,,50.0,24.43,27.3282,5501,57.29,N3
V06146,クリーム,クリーム,cream,lexeme.V06146,cream,クリーム,6146,61.45,0,19.2,web_prior,,50.0,20.83,23.5414,6993,72.83,N2
V06147,上限,じょうげん,upper limit,lexeme.V06147,upper limit,上限,6147,61.46,16,24.58,direct,,50.0,23.56,26.3694,5862,61.05,N2
V06148,武力,ぶりょく,armed might,lexeme.V06148,armed might,武力,6148,61.47,42,32.63,direct,,50.0,27.14,30.5305,4410,45.93,N3
V06149,ドキュメンタリー,ドキュメンタリー,documentary,lexeme.V06149,documentary,ドキュメンタリー,6149,61.48,0,19.19,web_prior,,50.0,20.82,23.532,6995,72.85,N2
V06150,近隣,きんりん,neighbourhood,lexeme.V06150,neighbourhood,近隣,6150,61.49,56,35.08,direct,,50.0,28.14,31.7807,4045,42.12,N3
V06151,ジャン,ジャン,Jean,lexeme.V06151,Jean,ジャン,6151,61.5,0,19.19,web_prior,,50.0,20.82,23.532,6996,72.86,N2
V06152,不信,ふしん,unfaithfulness,lexeme.V06152,unfaithfulness,不信,6152,61.51,34,30.85,direct,,50.0,26.38,29.6093,4699,48.94,N3
V06153,ストレート,ストレート,straight,lexeme.V06153,straight,ストレート,6153,61.52,0,19.18,web_prior,,50.0,20.81,23.5226,7000,72.91,N2
V06154,運賃,うんちん,fare,lexeme.V06154,fare,運賃,6154,61.53,8,19.06,direct,,50.0,20.74,23.4602,7031,73.23,N2
V06155,ポーランド,ポーランド,Poland,lexeme.V06155,Poland,ポーランド,6155,61.54,0,19.18,web_prior,,50.0,20.81,23.5226,7001,72.92,N2
V06156,ノリ,ノリ,Nori,lexeme.V06156,Nori,ノリ,6156,61.55,0,19.17,web_prior,,50.0,20.79,23.5132,7006,72.97,N2
